,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
2903,"PAREDES MENDEZ, MARIA",NA,NA,NA,NA,NA
2904,"PARK, DOUGLAS",NA,NA,NA,NA,NA
2905,"PARKAY, FORREST",NA,NA,NA,NA,NA
2906,"PARKS, CRAIG",NA,NA,NA,NA,NA
2907,"PARRIS, KRISTEN",NA,NA,NA,NA,NA
2908,"PARTSCH, CORNELIUS",NA,NA,NA,NA,NA
2909,"PARTSCH, CORNELIUS",NA,NA,NA,NA,NA
2910,"PARTSCH, CORNELIUS",NA,NA,NA,NA,NA
2911,"PATRICK, DAVID",1527,20,11,29,11
2912,"PATTERSON, CHARLES",NA,NA,NA,NA,NA
2913,"PATTERSON, CHARLES",NA,NA,NA,NA,NA
2914,"PEARCE, SCOTT",NA,NA,NA,NA,NA
2915,"PEARCE, SCOTT",NA,NA,NA,NA,NA
2916,"PEARSON, REBECCA",NA,NA,NA,NA,NA
2917,"PEARSON, REBECCA",NA,NA,NA,NA,NA
2918,"PEASE, MICHAEL",NA,NA,NA,NA,NA
2919,"PEDERSEN, LENE",NA,NA,NA,NA,NA
2920,"PEDERSEN, LENE",NA,NA,NA,NA,NA
2921,"PEDERSON, NADINE",NA,NA,NA,NA,NA
2922,"PENDRY, PATRICIA",NA,NA,NA,NA,NA
2923,"PEREZ, MARK",NA,NA,NA,NA,NA
2924,"PERRY, TARA",NA,NA,NA,NA,NA
2925,"PETERS, KIMBERLY",NA,NA,NA,NA,NA
2926,"PETERS, KIMBERLY",NA,NA,NA,NA,NA
2927,"PETERSEN, NAOMI",53,4,3,3,0
2928,"PETERSON, MERRILL",NA,NA,NA,NA,NA
2929,"PETERSON, ROBERT",NA,NA,NA,NA,NA
2930,"PEYRON, MARK",NA,NA,NA,NA,NA
2931,"PHILLIPS, LAURA",NA,NA,NA,NA,NA
2932,"PHILLIPS, RICHARD",NA,NA,NA,NA,NA
2933,"PIACSEK, ANDREW",NA,NA,NA,NA,NA
2934,"PIACSEK, ANDREW",NA,NA,NA,NA,NA
2935,"PICKERING, ROBIN",NA,NA,NA,NA,NA
2936,"PIETZ, DAVID",NA,NA,NA,NA,NA
2937,"PIGEON, NANCY",NA,NA,NA,NA,NA
2938,"PILGRIM, TIM",NA,NA,NA,NA,NA
2939,"PILLITTERI, LYNN",NA,NA,NA,NA,NA
2940,"PILSKALNS, OREST",NA,NA,NA,NA,NA
2941,"PINE, JUDITH",NA,NA,NA,NA,NA
2942,"PINE, JUDITH",NA,NA,NA,NA,NA
2943,"PIPER, GARY",NA,NA,NA,NA,NA
2944,"POLLOCK, DAVID",NA,NA,NA,NA,NA
2945,"POON, GREGORY",NA,NA,NA,NA,NA
2946,"PORTER, PETER",NA,NA,NA,NA,NA
2947,"PORTFORS, CHRISTINE",NA,NA,NA,NA,NA
2948,"PORTFORS, CHRISTINE",NA,NA,NA,NA,NA
2949,"PORTNOY, REBECCA",235,4,4,3,3
2950,"PORTOLESE DIAS, LAURA",NA,NA,NA,NA,NA
2951,"POSTMA, JULIE",288,10,9,11,7
2952,"POTTER, JONATHAN",23,1,1,1,1
2953,"POULSON, MARY",NA,NA,NA,NA,NA
2954,"POWELL, KRISTEN",NA,NA,NA,NA,NA
2955,"POWELL, KRISTEN",NA,NA,NA,NA,NA
2956,"PREISIG, FLORIAN",NA,NA,NA,NA,NA
2957,"PRICE, M",NA,NA,NA,NA,NA
2958,"PRINGLE, CHARLES",NA,NA,NA,NA,NA
2959,"PRITCHARD, CHAD",NA,NA,NA,NA,NA
2960,"PRITCHETT, KELLY",NA,NA,NA,NA,NA
2961,"PRITCHETT, ROBERT",NA,NA,NA,NA,NA
2962,"PRODY, GERALDINE",NA,NA,NA,NA,NA
2963,"PROVAZNIK, WILLIAM",NA,NA,NA,NA,NA
2964,"PUMPHREY, MICHAEL",2426,24,24,33,32
2965,"PURDUE, JEFFERY",NA,NA,NA,NA,NA
2966,"PURDUE, SEIKO",NA,NA,NA,NA,NA
2967,"PURDY, JOHN",NA,NA,NA,NA,NA
2968,"PURGASON, LUCY",NA,NA,NA,NA,NA
2969,"PYATT, KEVIN",NA,NA,NA,NA,NA
2970,"QUALLEY, DONNA",NA,NA,NA,NA,NA
2971,"QUALLEY, DONNA",NA,NA,NA,NA,NA
2972,"QUINLAN, MARSHA",1062,13,12,13,12
2973,"QUINN, ROBERT",NA,NA,NA,NA,NA
2974,"QUITADAMO, IAN",540,9,8,9,6
2975,"RADKE-SNEAD, JESSICA",NA,NA,NA,NA,NA
2976,"RADKE-SNEAD, JESSICA",NA,NA,NA,NA,NA
2977,"RAJENDRAN, SATHYANARAYANAN",NA,NA,NA,NA,NA
2978,"RAMAEL, DAVID",NA,NA,NA,NA,NA
2979,"RANGEL-GUERRERO, DANIEL",NA,NA,NA,NA,NA
2980,"RASCO, BARBARA",NA,NA,NA,NA,NA
2981,"RAWLINSON, DAVID",NA,NA,NA,NA,NA
2982,"RAYMOND, ELIZABETH",NA,NA,NA,NA,NA
2983,"READ, THOMAS",NA,NA,NA,NA,NA
2984,"RECTOR, DAVID",NA,NA,NA,NA,NA
2985,"REEDY, AMANDA",NA,NA,NA,NA,NA
2986,"REEVES, RAYMOND",NA,NA,NA,NA,NA
2987,"REILLY, MICHELE",61,4,4,2,2
2988,"REIMUND, MARY",NA,NA,NA,NA,NA
2989,"REPOVICH, WENDY",NA,NA,NA,NA,NA
2990,"REVELS, CRAIG",NA,NA,NA,NA,NA
2991,"REYNOLDS, DENNIS",NA,NA,NA,NA,NA
2992,"REYNOLDS, DENNIS",NA,NA,NA,NA,NA
2993,"REYNOLDS, MARY",NA,NA,NA,NA,NA
2994,"RICE, MELISSA",2212,22,21,33,30
2995,"RICHARDSON, GARY",NA,NA,NA,NA,NA
2996,"RICHMOND, F",NA,NA,NA,NA,NA
2997,"RIDDLE BULY, MARSHA",NA,NA,NA,NA,NA
2998,"RIDDLE BULY, MARSHA",NA,NA,NA,NA,NA
2999,"RIDER, DAVID",NA,NA,NA,NA,NA
3000,"RIDOUT, TRAVIS",1710,21,18,29,28
3001,"RIEFFER-FLANAGAN, BARBARA",NA,NA,NA,NA,NA
3002,"RIEFFER-FLANAGAN, BARBARAANN",NA,NA,NA,NA,NA
3003,"RIEMANN, ANDREAS",847,11,6,11,5
3004,"RIEMANN, ANDREAS",847,11,6,11,5
3005,"RIGGINS, RONALD",NA,NA,NA,NA,NA
3006,"RINES, KENNETH",NA,NA,NA,NA,NA
3007,"RIORDAN, CATHERINE",1780,17,9,20,8
3008,"RITTENHOUSE, SETH",NA,NA,NA,NA,NA
3009,"RITTENHOUSE, SETH",NA,NA,NA,NA,NA
3010,"RIVERA, DION",NA,NA,NA,NA,NA
3011,"RIVERA, LYSA",NA,NA,NA,NA,NA
3012,"RIVERA, LYSA",NA,NA,NA,NA,NA
3013,"ROALSON, ERIC",2881,32,23,65,50
3014,"ROBERTS, KENNETH",3891,29,16,49,26
3015,"ROBINSON, LEANNE",NA,NA,NA,NA,NA
3016,"ROBINSON, LEANNE",NA,NA,NA,NA,NA
3017,"ROBINSON, SCOTT",NA,NA,NA,NA,NA
3018,"ROBISON, STEPHEN",NA,NA,NA,NA,NA
3019,"RODGERS, BUEL",2207,25,18,37,26
3020,"ROEHL, THOMAS",4617,16,9,19,8
3021,"ROELOFS, MATTHEW",NA,NA,NA,NA,NA
3022,"ROELOFS, MATTHEW",NA,NA,NA,NA,NA
3023,"ROELOFS, MATTHEW",NA,NA,NA,NA,NA
3024,"ROEMER, KAREN",110,5,3,1,0
3025,"ROHRBACH, AUGUSTA",NA,NA,NA,NA,NA
3026,"ROLL, JOHN",NA,NA,NA,NA,NA
3027,"ROMANISH, BRUCE",NA,NA,NA,NA,NA
3028,"ROMANO, ROSALIE",NA,NA,NA,NA,NA
3029,"ROMANO, ROSALIE",NA,NA,NA,NA,NA
3030,"ROMBOY, DIETER",NA,NA,NA,NA,NA
3031,"ROSA, EUGENE",10404,42,32,74,56
3032,"ROSE, JACQUELINE",NA,NA,NA,NA,NA
3033,"ROSE, JACQUELINE",NA,NA,NA,NA,NA
3034,"ROSELL, SHARON",NA,NA,NA,NA,NA
3035,"ROSS, ELAINE",NA,NA,NA,NA,NA
3036,"ROSS, MOLLY",NA,NA,NA,NA,NA
3037,"ROSS, STEVEN",NA,NA,NA,NA,NA
3038,"ROSSITER, DAVID",NA,NA,NA,NA,NA
3039,"ROSSITER, DAVID",NA,NA,NA,NA,NA
3040,"ROSSITER, DAVID",NA,NA,NA,NA,NA
3041,"ROTH-MCDUFFIE, AMY",996,16,12,27,19
3042,"ROULET, PATRICK",NA,NA,NA,NA,NA
3043,"ROXAS, KEVIN",NA,NA,NA,NA,NA
3044,"RRUSHI, JULIAN",NA,NA,NA,NA,NA
3045,"RUIZ-RUBIO, NATALIA",NA,NA,NA,NA,NA
3046,"RUSSELL, BYRON",NA,NA,NA,NA,NA
3047,"RUSSELL, KEITH",2437,28,22,50,35
3048,"RUSSELL, KEITH",2437,28,22,50,35
3049,"RUSSELL, ROBERTA",NA,NA,NA,NA,NA
3050,"RUSSELL, ROBERTA",NA,NA,NA,NA,NA
3051,"RUTSCHMAN, CARLA",NA,NA,NA,NA,NA
3052,"RUTSCHMAN, EDWARD",NA,NA,NA,NA,NA
3053,"RYBCZYK, JOHN",1469,17,12,24,14
3054,"RYBCZYK, JOHN",1469,17,12,24,14
3055,"RYSTROM, DAVID",NA,NA,NA,NA,NA
3056,"SAAD, HANI",NA,NA,NA,NA,NA
3057,"SAFAVI, FARROKH",NA,NA,NA,NA,NA
3058,"SAFAVI, REZA",NA,NA,NA,NA,NA
3059,"SAHAYM, ARRVVIND",NA,NA,NA,NA,NA
3060,"SAIN, RYAN",NA,NA,NA,NA,NA
3061,"SALAZAR, DEBRA",NA,NA,NA,NA,NA
3062,"SALUDES, JONEL",NA,NA,NA,NA,NA
3063,"SALVADOR, MICHAEL",NA,NA,NA,NA,NA
3064,"SALYER, BRIAN",NA,NA,NA,NA,NA
3065,"SAMESHIMA, PAULINE",NA,NA,NA,NA,NA
3066,"SAN JUAN, BERNARDO",NA,NA,NA,NA,NA
3067,"SANDERS, GEORGE",NA,NA,NA,NA,NA
3068,"SANDERS, JEFFREY",NA,NA,NA,NA,NA
3069,"SANDERS, MARIA",NA,NA,NA,NA,NA
3070,"SANDVIG, JOHN",NA,NA,NA,NA,NA
3071,"SANTAMARIA GRAFF, CRISTINA",NA,NA,NA,NA,NA
3072,"SAPIN, JULIA",NA,NA,NA,NA,NA
3073,"SAPIN, JULIA",NA,NA,NA,NA,NA
3074,"SARKAR, AMITES",572,12,10,13,10
3075,"SARKAR, AMITES",572,12,10,13,10
3076,"SARKER, SUPRATEEK",NA,NA,NA,NA,NA
3077,"SASNETT, ROGER",NA,NA,NA,NA,NA
3078,"SASNETT, ROGER",NA,NA,NA,NA,NA
3079,"SASS, MARY",NA,NA,NA,NA,NA
3080,"SASS, MARY",NA,NA,NA,NA,NA
3081,"SASS, MARY",NA,NA,NA,NA,NA
3082,"SATTERLEE, JAMES",NA,NA,NA,NA,NA
3083,"SATTLER, DAVID",NA,NA,NA,NA,NA
3084,"SAUDERS, ROBERT",35,3,2,1,1
3085,"SAVAGE, KAREN",NA,NA,NA,NA,NA
3086,"SAVINHAS, ALBERTO",196,6,5,4,4
3087,"SAVOIAN, ROY",NA,NA,NA,NA,NA
3088,"SAWYER, RICHARD",NA,NA,NA,NA,NA
3089,"SAXTON, DAVID",NA,NA,NA,NA,NA
3090,"SCARFO, ROBERT",NA,NA,NA,NA,NA
3091,"SCHADE, BRITTANY",NA,NA,NA,NA,NA
3092,"SCHADE, BRITTANY",NA,NA,NA,NA,NA
3093,"SCHAEFER, TODD",NA,NA,NA,NA,NA
3094,"SCHEDLER, CHRISTOPHER",NA,NA,NA,NA,NA
3095,"SCHEDLER, CHRISTOPHER",NA,NA,NA,NA,NA
3096,"SCHENK, JAMES",NA,NA,NA,NA,NA
3097,"SCHERMER, ELIZABETH",2044,20,11,28,12
3098,"SCHLANGER, GREGG",NA,NA,NA,NA,NA
3099,"SCHMITZ, STEVEN",NA,NA,NA,NA,NA
3100,"SCHMITZ, STEVEN",NA,NA,NA,NA,NA
3101,"SCHNEIDER, JOHN",NA,NA,NA,NA,NA
3102,"SCHNEIDER, ROBERT",NA,NA,NA,NA,NA
3103,"SCHOLZ, ALLAN",NA,NA,NA,NA,NA
3104,"SCHOLZ, ALLAN",NA,NA,NA,NA,NA
3105,"SCHULZE, SANDRA",NA,NA,NA,NA,NA
3106,"SCHULZE, SANDRA",NA,NA,NA,NA,NA
3107,"SCHUMANN, LORNA",NA,NA,NA,NA,NA
3108,"SCHWANDT, HILARY",NA,NA,NA,NA,NA
3109,"SCHWARTZ-DUPRE, RAE",23,3,3,1,0
3110,"SCHWARZ, DIETMAR",NA,NA,NA,NA,NA
3111,"SCHWEDE, WALTER",NA,NA,NA,NA,NA
3112,"SCLAR, DAVID",NA,NA,NA,NA,NA
3113,"SCOVILLE, ALISON",NA,NA,NA,NA,NA
3114,"SEDA, TAKELE",NA,NA,NA,NA,NA
3115,"SEDOR, TIMOTHY",NA,NA,NA,NA,NA
3116,"S'EILTIN, TANIS",NA,NA,NA,NA,NA
3117,"SEINO, KATHY",NA,NA,NA,NA,NA
3118,"SELSKI, DANIEL",NA,NA,NA,NA,NA
3119,"SELTZ, JENNIFER",NA,NA,NA,NA,NA
3120,"SELTZ, JENNIFER",NA,NA,NA,NA,NA
3121,"SENGE, STEPHEN",NA,NA,NA,NA,NA
3122,"SERRANO-MORENO, JOSE",NA,NA,NA,NA,NA
3123,"SETTER, STEPHEN",NA,NA,NA,NA,NA
3124,"SHAH, DEVENDRA",1212,19,16,28,24
3125,"SHAHANI, NISHANT",NA,NA,NA,NA,NA
3126,"SHARIFI, MAJID",NA,NA,NA,NA,NA
3127,"SHAW, DENISE",NA,NA,NA,NA,NA
3128,"SHEN, SHIHUI",NA,NA,NA,NA,NA
3129,"SHEN, YUNQIU",NA,NA,NA,NA,NA
3130,"SHEPPARD, SHELBY",NA,NA,NA,NA,NA
3131,"SHERMAN, JENNIFER",508,9,8,9,8
3132,"SHERWOOD, ARTHUR",456,7,6,6,4
3133,"SHERWOOD, FRANCES",NA,NA,NA,NA,NA
3134,"SHEWMAKE, SHARON",156,7,6,5,5
3135,"SHEWMAKE, SHARON",156,7,6,5,5
3136,"SHIELDS, ROBERT",NA,NA,NA,NA,NA
3137,"SHILLAM, CASEY",NA,NA,NA,NA,NA
3138,"SHIN, SOHYOUN",NA,NA,NA,NA,NA
3139,"SHISHANI, KAWKAB",4055,15,13,20,20
3140,"SHIVER, LAMAR",NA,NA,NA,NA,NA
3141,"SHULL, DAVID",555,14,11,18,13
3142,"SIM, KHIM",724,10,9,10,9
3143,"SIM, KHIM",724,10,9,10,9
3144,"SIMMONS, STEVEN",NA,NA,NA,NA,NA
3145,"SIMMONS, STEVEN",NA,NA,NA,NA,NA
3146,"SINEKOPOVA, GALINA",NA,NA,NA,NA,NA
3147,"SINGH-CUNDY, ANU",NA,NA,NA,NA,NA
3148,"SINGLETON, SARA",NA,NA,NA,NA,NA
3149,"SINGLETON, WILLIAM",NA,NA,NA,NA,NA
3150,"SIRBU, ANCA-IOANA",NA,NA,NA,NA,NA
3151,"SIRCAR, PARTHASARATHI",NA,NA,NA,NA,NA
3152,"SLOUBER, MICHAEL",NA,NA,NA,NA,NA
3153,"SLYTER, MARLENE",NA,NA,NA,NA,NA
3154,"SMART, DENISE",NA,NA,NA,NA,NA
3155,"SMIRNOV, SERGEY",NA,NA,NA,NA,NA
3156,"SMITH, CARLO",NA,NA,NA,NA,NA
3157,"SMITH, CARLO",NA,NA,NA,NA,NA
3158,"SMITH, KENNETH",NA,NA,NA,NA,NA
3159,"SMITH, KENT",NA,NA,NA,NA,NA
3160,"SMITH, KENT",NA,NA,NA,NA,NA
3161,"SMITH, MARVIN",NA,NA,NA,NA,NA
3162,"SMITH, STEVEN",NA,NA,NA,NA,NA
3163,"SMITH, STEVEN",NA,NA,NA,NA,NA
3164,"SNEDEKER, JEFFREY",NA,NA,NA,NA,NA
3165,"SOFIELD, RUTH",NA,NA,NA,NA,NA
3166,"SOLEIMANI, MOHAMMAD",NA,NA,NA,NA,NA
3167,"SOLOVITZ, STEPHEN",NA,NA,NA,NA,NA
3168,"SOMMER, LESLEY",NA,NA,NA,NA,NA
3169,"SOMMER, LESLEY",NA,NA,NA,NA,NA
3170,"SPENCER, THOMAS",NA,NA,NA,NA,NA
3171,"SPIEGEL, PAUL",NA,NA,NA,NA,NA
3172,"SPIEGEL, PAUL",NA,NA,NA,NA,NA
3173,"SPIRA, TAMARA",NA,NA,NA,NA,NA
3174,"SPRINGER, MARK",NA,NA,NA,NA,NA
3175,"SRIVASTAVA, ANURAG",2761,28,22,68,51
3176,"STAHNKE, GWEN",NA,NA,NA,NA,NA
3177,"STANGER, NICHOLAS",134,5,5,3,3
3178,"STANGL, PAUL",172,7,6,7,4
3179,"STANLEY-WEIGAND, PAMELA",NA,NA,NA,NA,NA
3180,"STANSBURY, KIM",NA,NA,NA,NA,NA
3181,"STANTON, JAMES",NA,NA,NA,NA,NA
3182,"STATON, MARK",18,3,3,0,0
3183,"STATON, MARK",18,3,3,0,0
3184,"STEENHUIS, HARM-JAN",NA,NA,NA,NA,NA
3185,"STEIN, STEPHANIE",NA,NA,NA,NA,NA
3186,"STEINER, WES",NA,NA,NA,NA,NA
3187,"STELLING, PETE",339,8,7,7,5
3188,"STELLWAGEN, KURT",NA,NA,NA,NA,NA
3189,"STERN, LEONARD",NA,NA,NA,NA,NA
3190,"STEVENSON, JOAN",NA,NA,NA,NA,NA
3191,"STEWART, MART",NA,NA,NA,NA,NA
3192,"STICHTER, MATT",82,3,2,2,2
3193,"STIMMEL, JESSICA",NA,NA,NA,NA,NA
3194,"STODDARD, CODY",NA,NA,NA,NA,NA
3195,"STODDARD, SHARI",NA,NA,NA,NA,NA
3196,"STOOPS, ROBERT",NA,NA,NA,NA,NA
3197,"STORER, PAUL",NA,NA,NA,NA,NA
3198,"STORFER, ANDREW",6436,37,30,59,50
3199,"STOUT, KAREN",NA,NA,NA,NA,NA
3200,"STOUT, KAREN",NA,NA,NA,NA,NA
3201,"STRATTON, DAVID",NA,NA,NA,NA,NA
3202,"STRINGFELLOW, JULIA",NA,NA,NA,NA,NA
3203,"STRUTHERS, ELAINE",NA,NA,NA,NA,NA
3204,"STUCKER, JENNIFER",NA,NA,NA,NA,NA
3205,"STURGEON, NOEL",NA,NA,NA,NA,NA
3206,"SUCZEK, CHRISTOPHER",NA,NA,NA,NA,NA
3207,"SULA, OZAN",NA,NA,NA,NA,NA
3208,"SULLIVAN, ALLEN",NA,NA,NA,NA,NA
3209,"SULLIVAN, HUGH",NA,NA,NA,NA,NA
3210,"SUN, KEY",NA,NA,NA,NA,NA
3211,"SUPRAK, DAVID",NA,NA,NA,NA,NA
3212,"SUPRAK, DAVID",NA,NA,NA,NA,NA
3213,"SUTTON, MATTHEW",NA,NA,NA,NA,NA
3214,"SWAN, MICHAEL",NA,NA,NA,NA,NA
3215,"SWANSON, MARK",1140,14,13,17,17
3216,"SYLVESTER, CHARLES",NA,NA,NA,NA,NA
3217,"SYMONS, LAWRENCE",NA,NA,NA,NA,NA
3218,"SYMONS, LAWRENCE",NA,NA,NA,NA,NA
3219,"SYPHERS, DAVID",NA,NA,NA,NA,NA
3220,"SZAL, DENNIS",NA,NA,NA,NA,NA
3221,"SZENTIRMAI, EVA",1045,15,13,19,15
3222,"TAG, STANLEY",NA,NA,NA,NA,NA
3223,"TAG, SYLVIA",NA,NA,NA,NA,NA
3224,"TAKAGI, MIDORI",NA,NA,NA,NA,NA
3225,"TALARICO, CLAUDIO",NA,NA,NA,NA,NA
3226,"TANG, JUMING",15342,71,51,248,219
3227,"TANNER, BERTRAND",NA,NA,NA,NA,NA
3228,"TANSUHAJ, PATRIYA",4122,27,18,41,30
3229,"TAPPAN, DAN",NA,NA,NA,NA,NA
3230,"TAPPER, ROBERT",NA,NA,NA,NA,NA
3231,"TAUDIN CHABOT, SEAN",NA,NA,NA,NA,NA
3232,"TAYLOR, AUDREY",NA,NA,NA,NA,NA
3233,"TAYLOR, AUDREY",NA,NA,NA,NA,NA
3234,"TAYLOR, CAROL",NA,NA,NA,NA,NA
3235,"TEACHMAN, JAY",NA,NA,NA,NA,NA
3236,"TEMPLE, KATHRYN",NA,NA,NA,NA,NA
3237,"TENERELLI, THOMAS",NA,NA,NA,NA,NA
3238,"TENNEKOON, VIDHURA",NA,NA,NA,NA,NA
3239,"THEODORSON, JUDITH",36,4,3,1,1
3240,"THIGPEN, JENNIFER",NA,NA,NA,NA,NA
3241,"THOMA, PAMELA",NA,NA,NA,NA,NA
3242,"THOMAS, ROBERT",NA,NA,NA,NA,NA
3243,"THOMAS, ROBERT",NA,NA,NA,NA,NA
3244,"THOMPSON, PHILIP",NA,NA,NA,NA,NA
3245,"THOMPSON, ROGER",NA,NA,NA,NA,NA
3246,"THOMPSON, ROGER",NA,NA,NA,NA,NA
3247,"THORGAARD, GARY",NA,NA,NA,NA,NA
3248,"THORNBURG, STEVEN",NA,NA,NA,NA,NA
3249,"THORNDIKE, TRACY",NA,NA,NA,NA,NA
3250,"THORNDIKE-CHRIST, TRACY",NA,NA,NA,NA,NA
3251,"TIDD, RONALD",NA,NA,NA,NA,NA
3252,"TIMMONS FLORES, MARIA",NA,NA,NA,NA,NA
3253,"TIMMONS FLORES, MARIA",NA,NA,NA,NA,NA
3254,"TISHKEN, JOEL",NA,NA,NA,NA,NA
3255,"TISSOT, BRIAN",NA,NA,NA,NA,NA
3256,"TOGNAZZINI, NEAL",393,10,9,11,9
3257,"TOMASI, MASSIMILIANO",NA,NA,NA,NA,NA
3258,"TOMASI, MASSIMILIANO",NA,NA,NA,NA,NA
3259,"TOOR, RACHEL",NA,NA,NA,NA,NA
3260,"TOWLER, CHRISTOPHER",NA,NA,NA,NA,NA
3261,"TOWNER, SENNA",NA,NA,NA,NA,NA
3262,"TRAGESSER, SARAH",NA,NA,NA,NA,NA
3263,"TRANMER, REBECCA",NA,NA,NA,NA,NA
3264,"TRELLA, DEANNA",NA,NA,NA,NA,NA
3265,"TRENEER, STEPHANIE",NA,NA,NA,NA,NA
3266,"TRENEER, STEPHANIE",NA,NA,NA,NA,NA
3267,"TRENT, CAROL",NA,NA,NA,NA,NA
3268,"TRIMBLE, JOSEPH",6791,38,18,85,36
3269,"TRIPP, THOMAS",NA,NA,NA,NA,NA
3270,"TROBRIDGE, GRANT",NA,NA,NA,NA,NA
3271,"TRUEBLOOD, KATHRYN",NA,NA,NA,NA,NA
3272,"TRUEBLOOD, KATHRYN",NA,NA,NA,NA,NA
3273,"TRULOVE, WILLIAM",NA,NA,NA,NA,NA
3274,"TRUMPY, ROBERT",NA,NA,NA,NA,NA
3275,"TSAI, SHU-FEI",NA,NA,NA,NA,NA
3276,"TSAI, SHUFEI",NA,NA,NA,NA,NA
3277,"TSEGAY, GOITOM",NA,NA,NA,NA,NA
3278,"TSUNOKAI, GLENN",NA,NA,NA,NA,NA
3279,"TSUNOKAI, GLENN",NA,NA,NA,NA,NA
3280,"TUCKER, RUSSELL",NA,NA,NA,NA,NA
3281,"TURBEVILLE, DANIEL",NA,NA,NA,NA,NA
3282,"TURBEVILLE, DANIEL",NA,NA,NA,NA,NA
3283,"TURNBULL, DAVID",NA,NA,NA,NA,NA
3284,"TURTLE, HARRY",NA,NA,NA,NA,NA
3285,"TUXILL, JOHN",NA,NA,NA,NA,NA
3286,"TUXILL, JOHN",NA,NA,NA,NA,NA
3287,"TYRAN, CRAIG",NA,NA,NA,NA,NA
3288,"TYRAN, KRISTI",969,5,4,5,4
3289,"UEBELACKER, MORRIS",NA,NA,NA,NA,NA
3290,"ULLRICH-FRENCH, S",NA,NA,NA,NA,NA
3291,"UNRUH, RICHARD",NA,NA,NA,NA,NA
3292,"VAJDA, EDWARD",NA,NA,NA,NA,NA
3293,"VAJDA, EDWARD",NA,NA,NA,NA,NA
3294,"VAN BOER, BERTIL",NA,NA,NA,NA,NA
3295,"VANDERMAUSE, ROXANNE",NA,NA,NA,NA,NA
3296,"VANREKEN, TIMOTHY",NA,NA,NA,NA,NA
3297,"VANSON, CATHERINE",NA,NA,NA,NA,NA
3298,"VARGAS, CHRISTIAN",NA,NA,NA,NA,NA
3299,"VASSDAL-ELLIS, ELSI",NA,NA,NA,NA,NA
3300,"VELEZ, VERONICA",NA,NA,NA,NA,NA
3301,"VENKATRAMAN, SRINIVASAN",300,8,7,6,5
3302,"VERVOORT, JEFFREY",11484,46,40,116,96
3303,"VICTOR, PAUL",NA,NA,NA,NA,NA
3304,"VULIC, KATHRYN",NA,NA,NA,NA,NA
3305,"VULIC, KATHRYN",NA,NA,NA,NA,NA
3306,"VYVYAN, JAMES",NA,NA,NA,NA,NA
3307,"WAGNER, RANDEL",NA,NA,NA,NA,NA
3308,"WAGNER, RONALD",NA,NA,NA,NA,NA
3309,"WALCOTT, NATHAN",NA,NA,NA,NA,NA
3310,"WALDROP, MICHAEL",NA,NA,NA,NA,NA
3311,"WALKER, SHARRYN",NA,NA,NA,NA,NA
3312,"WALKER, TERESA",NA,NA,NA,NA,NA
3313,"WALL, NATHALIE",492,11,9,14,9
3314,"WALLIN, DAVID",1708,16,12,19,14
3315,"WALSH, MEGAN",NA,NA,NA,NA,NA
3316,"WANG, FANG",NA,NA,NA,NA,NA
3317,"WANG, GRACE",NA,NA,NA,NA,NA
3318,"WANG, JENNIFER",235,4,4,4,4
3319,"WANG, JIANGLONG",NA,NA,NA,NA,NA
3320,"WANG, SUSAN",NA,NA,NA,NA,NA
3321,"WANG, XIUYU",NA,NA,NA,NA,NA
3322,"WARBURTON, THERESA",NA,NA,NA,NA,NA
3323,"WARD, PAUL",NA,NA,NA,NA,NA
3324,"WARE, MOLLY",NA,NA,NA,NA,NA
3325,"WARNER, DANIEL",NA,NA,NA,NA,NA
3326,"WASSELL, CHARLES",NA,NA,NA,NA,NA
3327,"WASSERMAN, RYAN",1056,13,11,16,12
3328,"WASSERMAN, RYAN",1056,13,11,16,12
3329,"WATKINS, TRACEE",NA,NA,NA,NA,NA
3330,"WATKINSON, ANTHONY",NA,NA,NA,NA,NA
3331,"WATT, MARGUERITE",NA,NA,NA,NA,NA
3332,"WATT, MARGUERITE",NA,NA,NA,NA,NA
3333,"WATTS, CHRISTOPHER",NA,NA,NA,NA,NA
3334,"WATTS, JENNIFER",4480,27,24,33,33
3335,"WAYMAN, GARY",6989,38,26,51,43
3336,"WAYMAN, SUZANNE",NA,NA,NA,NA,NA
3337,"WAYNE, KATHRYN",NA,NA,NA,NA,NA
3338,"WEBB, SHEILA",NA,NA,NA,NA,NA
3339,"WEBB, SHEILA",NA,NA,NA,NA,NA
3340,"WEBER, CLARE",NA,NA,NA,NA,NA
3341,"WEBER, STEVEN",NA,NA,NA,NA,NA
3342,"WEBLER, THOMAS",NA,NA,NA,NA,NA
3343,"WEIDENAAR, GARY",NA,NA,NA,NA,NA
3344,"WEIDENFELD, MATTHEW",NA,NA,NA,NA,NA
3345,"WEIR, SARA",NA,NA,NA,NA,NA
3346,"WEIR, SARA",NA,NA,NA,NA,NA
3347,"WEIR, SARA",NA,NA,NA,NA,NA
3348,"WEISER, MARTIN",NA,NA,NA,NA,NA
3349,"WEN, HAIFANG",NA,NA,NA,NA,NA
3350,"WENTWORTH, SANDRA",NA,NA,NA,NA,NA
3351,"WENZ, JOHN",NA,NA,NA,NA,NA
3352,"WERNER, NICOLE",3156,19,17,22,19
3353,"WHITCOMB, DENNIS",308,7,6,6,6
3354,"WHITCOMB, KATHARINE",NA,NA,NA,NA,NA
